516108,South India Paper Mills Ltd.,STHINPA,INE088G01014
516110,FAMILY CARE HOSPITALS LIMITED,FAMILYCARE,INE146N01016
517015,Vindhya Telelinks Ltd.,VINDHYATEL,INE707A01012
517035,RIR POWER ELECTRONICS LIMITED,RIR,INE302D01016
517041,Ador Welding Ltd.,ADORWELD,INE045A01017
517044,International Data Managements Ltd.,IDM,INE649R01010
517059,Salzer Electronics Ltd.,SALZERELEC,INE457F01013
517063,Jetking Infotrain Ltd.,JETKINGQ,INE919C01019
517096,Aplab Ltd.,APLAB,INE273A01015
517119,PCS Technology Ltd.,PCS,INE834B01012
517146,Usha Martin Ltd.,USHAMART,INE228A01035
517166,SPEL Semiconductor Ltd.,SPELS,INE252A01019
517168,Subros Ltd.,SUBROS,INE287B01021
517170,Edvenswa Enterprises Limited,EDVENSWA,INE125G01014
517174,Honeywell Automation India Ltd.,HONAUT,INE671A01010
517201,Switching Technologies Gunther Ltd.,SWITCHTE,INE311D01017
517206,Lumax Industries Ltd.,LUMAXIND,INE162B01018
517214,DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE,INE927C01020
517236,Calcom Vision Ltd.,CALCOM,INE216C01010
517238,Dynavision Limited,DYNAVSN,INE083E01010
517246,BCC Fuba India Ltd.,BCCFUBA,INE788D01016
517258,Precision Electronics Ltd.,PRECISIO,INE143C01024
517271,HBL Power Systems Ltd.,HBLPOWER,INE292B01021
517273,S & S Power Switchgears Ltd.,S&SPOWER,INE902B01017
517288,Gujarat Poly Electronics Limited,GUJARATPOLY,INE541F01022
517300,Gujarat Industries Power Co. Ltd,GIPCL,INE162A01010
517334,Samvardhana Motherson International Limited,MOTHERSON,INE775A01035
517344,Mindteck (India) Ltd,MINDTECK,INE110B01017
517354,Havells India Limited,HAVELLS,INE176B01034
517356,ACI Infocom Ltd.,ACIIN,INE167B01025
517360,SBEC Systems (Ind) Ltd.,SBECSYS,INE689V01018
517370,Incap Ltd,INCAP,INE437C01012
517372,Gujarat Intrux Limited,GUJINTRX,INE877E01015
517380,Igarashi Motors India Ltd.,IGARASHI,INE188B01013
517385,Symphony Limited,SYMPHONY,INE225D01027
517393,Vintron Informatics Ltd.,VINTRON,INE043B01028
517397,Pan Electronics India Ltd.,PANELEC,INE648E01010
517399,VXL Instruments Ltd.,VXLINSTR,INE756A01019
517411,Shyam Telecom Ltd.,SHYAMTEL,INE635A01023
517415,Lee & Nee Softwares (Exports) Ltd.,LEENEE,INE791B01014
517417,Patels Airtemp (I) Ltd.,PATELSAI,INE082C01024
517421,Butterfly Gandhimathi Appliances Limited,BUTTERFLY,INE295F01017
517423,Integra Switchgear Ltd.,INTEGSW,INE0IPL01018
517429,Athena Global Technologies Limited,ATHENAGLO,INE576B01019
517431,Narmada Macplast Drip Irrigation Sy,NARMP,INE060D01010
517437,Dutron  Polymers Ltd.,DUTRON,INE940C01015
517447,R S Software India Ltd.,RSSOFTWARE,INE165B01029
517449,Magna Electro Castings Ltd.,MAGNAELQ,INE437D01010
517467,MARSONS LIMITED,MARSONS,INE415B01044
517477,Elnet Technologies Ltd.,ELNET,INE033C01019
517494,ACCEL LIMITED,ACCEL,INE258C01038
517498,Websol Energy System Limited,WEBELSOLAR,INE855C01015
517500,Roto Pumps Ltd.,ROTO,INE535D01029
517506,TTK Prestige Ltd.,TTKPRESTIG,INE690A01028
517514,D & H India Limited,DHINDIA,INE589D01018
517522,Rajratan Global Wire Ltd,RAJRATAN,INE451D01029
517530,Surana Telecom And Power Limited,SURANAT&P,INE130B01031
517536,Onward Technologies Ltd.,ONWARDTEC,INE229A01017
517544,Centum Electronics Ltd,CENTUM,INE320B01020
517546,Alfa Transformers ltd.,ALFATRAN,INE209C01015
517548,Starlite Components Ltd.,STARLITE,INE035C01022
517554,NHC FOODS LIMITED,NHCFOODS,INE141C01028
517556,PVP Ventures Ltd,PVP,INE362A01016
517562,Trigyn Technologies Ltd.,TRIGYN,INE948A01012
517569,KEI Industries Ltd.,KEI,INE878B01027
518011,Keerthi Industries Ltd,KEERTHI,INE145L01012
518017,Bheema Cements Limited,BHEEMACEM,INE333H01020
518075,Suraj Products Ltd.,SURAJ,INE069E01019
518091,Anjani Portland Cement Ltd.,APCL,INE071F01012
519003,Modi Naturals Limited,MODINATUR,INE537F01012
519014,Prashant India Ltd,PRSNTIN,INE100E01012
519031,Shah Foods Ltd,SHAHFOOD,INE455D01012
519064,Khandelwal Extraction Ltd.,ZKHANDEN,INE687W01010
519091,Tasty Bite Eatables Ltd.,TASTYBITE,INE488B01017
519097,Ritesh International Ltd,RITESHIN,INE534D01014
519105,AVT Natural Products Ltd.,AVTNPL,INE488D01021
519126,Hindustan Foods Ltd.,HNDFDS,INE254N01026
519136,Nahar Industrial Enterprises Ltd,NAHARINDUS,INE289A01011
519152,Vadilal Enterprises Ltd.,VADILENT,INE693D01018
519156,Vadilal Industries Ltd.,VADILALIND,INE694D01016
519174,Ashiana Agro Industries Ltd,ASHAI,INE709D01012
519183,ADF Foods Limited.,ADFFOODS,INE982B01027
519191,Retro Green Revolution Limited,RGRL,INE601N01010
519216,Ajanta Soya Limited,AJANTSOY,INE601B01023
519224,William Magor & Company Limited,WILLAMAGOR,INE210A01017
519234,Superior Industrial Enterprises Limited,SIEL,INE843L01012
519238,Saptarishi Agro Industries Ltd,SPTRSHI,INE233P01017
519242,Sarda Proteins Ltd,SRDAPRT,INE995U01011
519262,Prima Agro Ltd.,PRIMAGR,INE297D01018
519285,Tarai Foods Ltd.,TARAI,INE906C01016
519287,Modern Dairies Ltd.,MODAIRY,INE617B01011
519295,Bambino Agro Industries Ltd,BAMBINO,INE921D01013
519299,Prime Industries Ltd.,PRIMIND,INE543F01028
519307,Vikas WSP Ltd.,VIKASWSP,INE706A01022
519331,VSF Projects Limited,VSFPROJ,INE923K01014
519359,Poona Dal And Oil Industries Ltd.,POONADAL,INE809E01018
519367,Transglobe Foods Ltd.,TRANSFD,INE213P01027
519383,Anik Industries Limited,ANIKINDS,INE087B01017
519397,Sharat Industries Ltd.,SHINDL,INE220Z01013
519421,KSE Ltd.,KSE,INE953E01014
519455,Narbada Gems and Jewellery Limited,NARBADA,INE540C01021
519457,Virat Crane Industries Ltd,VIRATCRA,INE295C01014
519463,IB Infotech Enterprises Ltd,IBINFO,INE678B01021
519471,Ambar Protein Industries Limited,AMBARPIL,INE072V01017
519475,Chordia Food Products Ltd,CHORDIA,INE975C01011
519477,CIAN Agro Industries & Infrastructure Limited,CIANAGRO,INE052V01019
519483,Tai Industries Ltd.,TAIIND,INE358D01018
519494,N.K.Industries Ltd.,NKIND,INE542C01019
519500,BKV Industries Ltd.,BKV,INE356C01022
519506,NCC Bluewater Products Ltd.,NCCBLUE,INE630N01019
519528,Norben Tea & Exports Ltd,NORBTEAEXP,INE369C01017
519532,Asian Tea & Exports Ltd.,ASIANTNE,INE822B01017
519552,Heritage Foods Limited,HERITGFOOD,INE978A01027
519566,Simran Farms Ltd.,SIMRAN,INE354D01017
519574,Hindustan Agrigenetics Ltd.,HINDUST,INE092301014
519600,CCL Products (India) Ltd.,CCL,INE421D01022
519602,Kellton Tech Solutions Ltd.,KELLTONTEC,INE164B01022
519604,Suryo Foods & Industries Ltd.,SURFI,INE565E01016
519606,Integrated Proteins Ltd.,INTEGFD,INE177M01013
519612,Mahaan Foods Ltd.,MAHAANF,INE734D01010
520008,RICO Auto Industries Ltd.,RICOAUTO,INE209B01025
520021,Omax Autos Ltd.,OMAXAUTO,INE090B01011
520043,Munjal Showa Ltd.,MUNJALSHOW,INE577A01027
520051,Jamna Auto Industries Ltd.,JAMNAAUTO,INE039C01032
520056,TVS Holdings Limited,TVSHLTD,INE105A01035
520057,JTEKT India Limited,JTEKTINDIA,INE643A01035
520059,Munjal Auto Industries Ltd.,MUNJALAU,INE672B01032
520066,Jay Bharat Maruti Ltd.,JAYBARMARU,INE571B01036
520073,RACL Geartech Limited,RACLGEAR,INE704B01017
520075,Samkrg Pistons and Rings Ltd.,SAMKRG,INE706B01012
520086,Sical Logistics Limited,SICALLOG,INE075B01020
520111,Ratnamani Metals & Tubes Ltd,RATNAMANI,INE703B01027
520113,Vesuvius India Ltd.,VESUVIUS,INE386A01015
520119,Automotive Stampings and Assemblies Ltd.,ASAL,INE900C01027
520121,Arcee Indusrtries ltd.,ARCEEIN,INE276D01012
520123,ABC India Ltd.,ABCINDQ,INE125D01011
520127,Balurghat Technologies Ltd.,BALTE,INE654B01014
520131,Coastal Roadways Ltd.,COARO,INE229E01019
520141,Sibar Auto Parts Ltd.,SIBARAUT,INE441C01014
520151,Shreyas Shipping And Logistics Limited,SHREYAS,INE757B01015
520155,Starlog Enterprises Limited,STARLOG,INE580C01019
521005,TITAN INTECH LIMITED,TITANIN,INE807M01023
521014,Eurotex Industries & Exports Ltd.,EUROTEXIND,INE022C01012
521016,Indo Count Industries Ltd,ICIL,INE483B01026
521018,Maral Overseas Ltd.,MARALOVER,INE882A01013
521034,Soma Textile & Industries Ltd,SOMATEX,INE314C01013
521048,Advance Lifestyles Ltd.,ADVLIFE,INE900E01015
521054,Kakatiya Textiles Ltd.,KAKTEX,INE092E01011
521062,Perfect-Octave Media Projects Ltd,OCTAVE,INE814L01013
521064,Trident Ltd,TRIDENT,INE064C01022
521068,Hisar Spinning Mills Ltd,HISARSP,INE689E01014
521070,Alok Industries Ltd.,ALOKINDS,INE270A01029
521080,Pasari Spinning Mills Ltd.,PASARI,INE604F01010
521097,Amarjothi Spinning Mills Ltd,AMARJOTHI,INE484D01012
521105,Olympia Industries Ltd.,OLYMPTX,INE482O01021
521109,Nagreeka Exports Ltd.,NAGREEKEXP,INE123B01028
521113,Suditi Industries Ltd.,SUDTIND-B,INE691D01012
521131,Shree Bhavya Fabrics Limited,SBFL,INE363D01018
521133,Gem Spinners India Ltd,GEMSPIN,INE165F01020
521137,Eureka Industries Ltd.,EUREKAI,INE958A01011
521141,Aditya Spinners Ltd.,ADITYASP,INE122D01026
521149,Prime Urban Development India Ltd,PRIMEURB,INE419E01024
521151,Dhanlaxmi Fabrics Ltd.,DHANFAB,INE953D01016
521161,Sri Lakshmi Saraswathi Textiles (Ar,SLSTLQ,INE456D01010
521163,Zodiac Clothing Co. Ltd.,ZODIACLOTH,INE206B01013
521178,Sri Ramakrishna Mills (Coimbatore) Ltd.,SRMCL,INE306D01017
521180,Super Spinning Mills Ltd.,SUPERSPIN,INE662A01027
521188,United Textiles Ltd.,UNITEDTE,INE727E01012
521194,SIL Investments Ltd,SILINV,INE923A01015
521200,Suryalakshmi Cotton Mills Ltd.,SURYALAXMI,INE713B01026
521206,Samtex Fashions Ltd.,SAMTEX,INE931D01020
521216,Dhanalaxmi Roto Spinners Ltd.,DHANROTO,INE220C01012
521220,Damodar Industries Limited,DAMODARIND,INE497D01022
521222,Sanblue Corporation Limited,SANBLUE,INE602D01027
521226,Uniroyal Industries Ltd,UNIROYAL,INE980D01019
521228,Tatia Global Vennture Limited,TATIAGLOB,INE083G01031
521232,Sunil Industries Ltd.,SUNILTX,INE124M01015
521234,Sri Nachammai Cotton Mills Ltd.,SRINACHA,INE443E01016
521238,KKRRAFTON Developers Limited,KDL,INE893C01032
521240,Sambandam Spinning Mills Ltd.,SAMBANDAM,INE304D01012
521242,Kandagiri Spinning Mills Ltd.,KANDAGIRI,INE292D01019
521244,MKP Mobility Limited,MKPMOB,INE676G01024
521246,Paras Petrofils Ltd.,PARASPETRO,INE162C01024
521248,Kitex Garmenets Ltd.,KITEX,INE602G01020
522001,Cranex Ltd.,CRANEX,INE608B01010
522004,Batliboi Ltd,BATLIBOI,INE177C01022
522005,Austin Engineering Co. Ltd.,AUSTENG,INE759F01012
522014,United Drilling Tools Ltd.,UNIDT,INE961D01019
522017,Fluidomat Ltd.,FLUIDOM,INE459C01016
522027,Ema India Ltd.,EMAINDIA,INE279D01016
522029,Windsor Machines Limited,WINDMACHIN,INE052A01021
522034,Shanthi Gears Ltd.,SHANTIGEAR,INE631A01022
522036,Miven Machine Tools Ltd.,MIVENMACH,INE338P01014
522064,HONDA INDIA POWER PRODUCTS LIMITED,HONDAPOWER,INE634A01018
522073,The Hi-Tech Gears Limited,HITECHGEAR,INE127B01011
522074,Elgi Equipments Ltd.,ELGIEQUIP,INE285A01027
522091,United Van Der Horst Ltd.,UVDRHOR,INE890G01021
522101,Kilburn Engineering Ltd,KLBRENG-B,INE338F01015
522105,Birla Precision Technologies Ltd,BIRLAPREC,INE372E01025
522108,Yuken India Ltd.,YUKEN,INE384C01016
522113,Timken India Ltd,TIMKEN,INE325A01013
522122,Voith Paper Fabrics India Ltd,VOITHPAPR,INE285C01015
522152,Solitaire Machine Tools Ltd,SOLIMAC,INE410A01013
522163,Diamond Power Infrastructure Limited,DIACABS,INE989C01020
522165,Indsil Hydro Power and Manganese Limited,INDSILHYD,INE867D01018
522183,ITL Industries Ltd.,ITL,INE478D01014
522195,Frontier Springs Ltd.,FRONTSP,INE572D01014
522205,Praj Industries Ltd.,PRAJIND,INE074A01025
522207,Rasandik Engg. Industries India Ltd,RASANDIK,INE682D01011
522209,Yogi Sung-won (India) Ltd.,YOGISUNG,INE429B01011
522215,HLE GLASCOAT LIMITED,HLEGLAS,INE461D01028
522217,Gujarat Apollo Industries Ltd.,GUJAPOLLO,INE826C01016
522229,Taneja Aerospace & Aviation Ltd.,TANAA,INE692C01020
522231,Conart Engineers Ltd.,CONART,INE714D01012
522235,Minal Industries Limited,MINALIND,INE097E01028
522237,Shivagrico Implements Ltd.,SHIVAGR,INE092H01014
522241,M.M.Forgings Ltd.,MMFL,INE227C01017
522245,Iykot Hitech Toolroom Ltd,IYKOTHITE,INE079L01013
522249,Mayur Uniquoters ltd.,MAYURUNIQ,INE040D01038
522251,Cenlub Industries Ltd.,CENLUB,INE627F01011
522257,Rajoo Engineers Ltd.,RAJOOENG,INE535F01024
522261,Dolphin Offshore Enterprises (India) ltd.,DOLPHIN,INE920A01037
522267,Veejay Lakshmi Engineering Works Lt,VJLAXMIE,INE466D01019
522273,Ahmedabad Steelcraft Ltd.,AHMDSTE,INE868C01018
522275,GE T&D India Limited,GET&D,INE200A01026
522281,Ram Ratna Wires Ltd.,RAMRAT,INE207E01023
522285,Jayaswal Neco Industries Ltd,JAYNECOIND,INE854B01010
522287,KALPATARU PROJECTS INTERNATIONAL LIMITED,KPIL,INE220B01022
522289,NMS RESOURCES GLOBAL LIMITED,NMSRESRC,INE169F01014
522292,CANDOUR TECHTEX LIMITED,CANDOUR,INE713D01055
522294,T & I Global Ltd.,TIGLOB,INE811B01010
522295,Control Print (India) Ltd.,CONTROLPR,INE663B01015
522650,Bemco Hydraulics Ltd.,BEMHY,INE142E01014
523007,Ansal Buildwell Ltd.,ANSALBU,INE030C01015
523011,Weizmann Limited.,WEIZMANIND,INE080A01014
523019,B.N.Rathi Securities Ltd.,BNRSEC,INE710D01010
523021,Rishi Techtex Limited,RISHITECH,INE989D01010
523023,Sinclairs Hotels  Ltd,SINCLAIR,INE985A01022
523025,Safari Industries (India) Ltd.,SAFARI,INE429E01023
523054,Binayak Tex Processors  Ltd.,ZBINTXPP,INE626H01019
523062,J.J. Finance Corporation Ltd.,JJFINCOR,INE584C01011
523100,Cosmo Ferrites Ltd.,COSMOFE,INE124B01018
523105,CROPSTER AGRO LIMITED,CROPSTER,INE293E01023
523113,Futuristic Securities Ltd,FUTURSEC,INE425D01015
523116,Sanco Trans Ltd.,SANCTRN,INE391G01012
523120,Ador Multiproducts Ltd,ADORMUL,INE628D01014
523127,EIH Associated Hotels Ltd.,EIHAHOTELS,INE276C01014
523144,Medi-Caps Ltd.,MEDICAPQ,INE442D01010
523151,Otco International Ltd,OTCO,INE910B01028
523160,Morganite Crucible (India) Limited,MORGANITE,INE599F01020
523186,B&A Packaging India Limited,BAPACK,INE00FM01013
523204,Aban  Offshore Ltd.,ABAN,INE421A01028
523207,Kokuyo Camlin Ltd,KOKUYOCMLN,INE760A01029
523222,SRM Energy Limited,SRMENERGY,INE173J01018
523229,Bharat Seats Ltd,BHARATSE,INE415D01024
523232,Continental Petroleums Ltd.,CONTPTR,INE369D01023
523242,N.B. Footwear Ltd.,NBFOOT,INE006F01018
523248,Machino Plastics Ltd,MACPLASQ,INE082B01018
523260,Pearl Polymers Ltd.,PEARLPOLY,INE844A01013
523261,Venky's (India) ltd.,VENKEYS,INE398A01010
523269,Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,INE199C01026
523277,G.V. Films  Ltd.,GVFILM,INE395B01048
523283,Superhouse limited,SUPERHOUSE,INE712B01010
523289,Rama Vision Ltd,RAMAVISION,INE763B01013
523301,TCPL Packaging Limited,TCPLPACK,INE822C01015
523309,Shri Gang Industries & Allied Products Limited,SHRIGANG,INE241V01018
523319,Balmer Lawrie & Co. Ltd.,BALMLAWRIE,INE164A01016
523323,Kovai Medical Center & Hospital Ltd,KOVAI,INE177F01017
523329,Eldeco Housing & Ind. Ltd.,ELDEHSG,INE668G01021
523367,DCM Shriram Limited,DCMSHRIRAM,INE499A01024
523369,DCM Shriram Industries Ltd.,DCMSRIND,INE843D01027
523371,Mawana Sugars Ltd,MAWANASUG,INE636A01039
523373,Mini Diamonds (India) Ltd.,MINID,INE281E01010
523384,Maha Rashtra Apex Corporation Ltd,MAHAPEXLTD,INE843B01013
523385,Nilkamal Limited,NILKAMAL,INE310A01015
523391,Nahar Polyfilms Ltd.,NAHARPOLY,INE308A01027
523395,3M India Ltd.,3MINDIA,INE470A01017
523398,Johnson Controls-Hitachi Air Conditioning India Ltd.,JCHAC,INE782A01015
523405,JM Financial Limited,JMFINANCIL,INE780C01023
523411,ADC India Communications Limited,ADCINDIA,INE833A01016
523419,Tamilnadu Telecommunications Ltd.,TNTELE,INE141D01018
523425,Sunraj Diamond Exports Ltd.,SUNRAJDI,INE459D01014
523445,Reliance Industrial Infrastructure,RIIL,INE046A01015
523457,Linde India Limited,LINDEINDIA,INE473A01011
523465,Ind Bank Housing Ltd,INDBNK,INE969D01012
523467,Jai Mata Glass Ltd.,JAIMATAG,INE250C01027
523475,Lotus Chocolate Co. Ltd.,LOTUSCHO,INE026D01011
523483,Pacific Industries ltd.,PACIFICI,INE883C01025
523489,Chennai Meenakshi Multispeciality Hospital Ltd.,CMMHOSP,INE889F01017
523519,Universal Office Automation Limited,UNIOFFICE,INE951C01012
523537,APM Industries Ltd.,APMIN,INE170D01025
523539,Precision Wires India ltd.,PRECWIRE,INE372C01037
523550,Krypton Industries Ltd,KRYPTONQ,INE951B01014
523558,SWISS MILITARY CONSUMER GOODS LIMITED,SWISSMLTRY,INE010C01025
523566,Martin Burn Ltd,MARBU,INE199D01016
523574,Future Enterprises Limited,FEL,INE623B01027
523586,Indian Toners & Developers Ltd.,INDTONER,INE826B01018
523594,Kunststoffe Industries Ltd.,KUNSTOFF,INE638D01021
523598,Shipping Corporation Of India Ltd,SCI,INE109A01011
523606,Sika Interplant Systems Ltd.,SIKA,INE438E01016
523610,ITI Limited (Indian Teleph.Ind.Ltd),ITI,INE248A01017
523618,Dredging Corporation of India Ltd.,DREDGECORP,INE506A01018
523620,Phaarmasia Limited.,PHRMASI,INE486I01016
523628,Poddar Housing and Development Limited,PODDARHOUS,INE888B01018
523630,National Fertilizers Ltd.,NFL,INE870D01012
523638,IP Rings Ltd.,IPRINGLTD,INE558A01019
523642,PI Industries Limited,PIIND,INE603J01030
523648,Plastiblends India Ltd.,PLASTIBLEN,INE083C01022
523650,YASH INNOVENTURES LIMITED,YASHINNO,INE823D01011
523652,Kkalpana Plastick Limited,KKPLASTICK,INE465K01016
523660,Waterbase Limited,WATERBASE,INE054C01015
523672,Flex Foods Ltd.,FLEXFO,INE954B01018
523676,Golkunda Diamonds & Jewellery Ltd.,GOLKUNDIA,INE798D01015
523694,Apcotex Industries Limited,APCOTEXIND,INE116A01032
523696,Fortis Malar Hospitals Limited,FORTISMLR,INE842B01015
523704,Mastek Limited,MASTEK,INE759A01021
523708,EIMCO Elecon India Ltd.,EIMCOELECO,INE158B01016
523710,Sayaji Hotel Ltd,SAYAJIHOTL,INE318C01014
523716,Ashiana Housing Limited,ASHIANA,INE365D01021
523722,Svam Software Ltd,SVAMSOF,INE119B01018
523732,Ecoboard Industries Ltd,ECOBOAR,INE866A01016
523736,Dhunseri Ventures Limited,DVL,INE477B01010
523752,TRANS INDIA HOUSE IMPEX LIMITED,TIHIL,INE502D01011
523754,MAHINDRA EPC IRRIGATION LIMITED,MAHEPC,INE215D01010
523782,Mitshi India Limited,MITSHI,INE844D01017
523790,Shukra Jewellers Limited,SHUKJEW,INE344E01016
523792,Mazda Ltd.,MAZDA,INE885E01034
523826,Sovereign Diamonds Ltd,SOVERDIA,INE959D01013
523828,Menon Bearings Ltd,MENONBE,INE071D01033
523832,Mukat Pipes Limited,MUKATPIP,INE862C01029
523836,Gujarat Raffia Ind. Ltd.,GUJRAFFIA,INE610B01024
523838,Simplex Infrastructures Limited,SIMPLEXINF,INE059B01024
523840,Innovative Tech Pack Ltd,INNOVTEC,INE965C01038
523842,Super Tannery Limited,SUPTANERY,INE460D01038
523844,CONSTRONICS INFRA LIMITED,CONSTRONIC,INE537B01011
523850,Axtel Industries Ltd.,AXTEL,INE767C01012
523896,AVI PRODUCTS INDIA LIMITED,APIL,INE316O01021
524000,POONAWALLA FINCORP LIMITED,POONAWALLA,INE511C01022
524013,Hindustan Flurocarbons Ltd.,HINFLUR,INE806J01013
524019,Kingfa Science & Technology (India) Ltd,KINGFA,INE473D01015
524031,Patidar Buildcon Limited,PATIDAR,INE637N01014
524037,Rama Phosphates Ltd.,RAMAPHO,INE809A01024
524038,Venlon Enterprises Ltd.,VENLONENT,INE204D01022
524051,Polyplex Corporation Ltd.,POLYPLEX,INE633B01018
524075,Albert David Ltd.,ALBERTDAVD,INE155C01010
524080,Haryana Leather Chemicals Ltd.,HARLETH,INE681F01018
524091,CARYSIL LIMITED,CARYSIL,INE482D01024
524109,Kabra Extrusion Technik Ltd,KABRAEXTRU,INE900B01029
524129,Vinyl Chemicals (India) Ltd.,VINYLINDIA,INE250B01029
524136,Pee Cee Cosma Sope Ltd.,PCCOSMA,INE417E01010
524156,TCM Ltd.,TCMLMTD,INE034F01010
524164,IOL Chemicals & Pharmaceuticals Ltd,IOLCP,INE485C01011
524174,Kesar Petroproducts Ltd,KESARPE,INE133C01033
524200,Vinati Organics Ltd.,VINATIORGA,INE410B01037
524202,Lactose (India) Ltd.,LACTOSE,INE058I01013
524204,Teesta Agro Industries Ltd,TEEAI,INE757D01011
524208,Aarti Industries Ltd,AARTIIND,INE769A01020
524210,Pentokey Organy (India) Ltd.,PNTKYOR,INE702E01015
524212,Wanbury Limited,WANBURY,INE107F01022
524218,Resonance Specialties Limited,RESONANCE,INE486D01017
524226,Gujarat Ambuja Exports Ltd.,GAEL,INE036B01030
524230,Rashtriya Chemicals & Fertilizers Limited,RCF,INE027A01015
524280,Kopran Ltd.,KOPRAN,INE082A01010
524288,Aimco Pesticides Ltd.,AIMCOPEST,INE008B01013
524314,Gujarat Terce Laboratories Ltd,GUJTERC,INE499G01013
524324,Seya Industries Ltd,SEYAIND,INE573R01012
524330,Jayant Agro-Organics Limited.,JAYAGROGN,INE785A01026
524332,BCL INDUSTRIES LIMITED,BCLIND,INE412G01024
524336,Shree Hari Chemicals Export Ltd.,SHHARICH,INE065E01017
524342,Indo Borax & Chemicals Ltd.,INDOBORAX,INE803D01021
524348,Aarti Drugs Limited,AARTIDRUGS,INE767A01016
524370,Bodal Chemicals Ltd,BODALCHEM,INE338D01028
524372,Orchid Pharma Limited,ORCHPHARMA,INE191A01027
524394,Vimta Labs Ltd.,VIMTALABS,INE579C01029
524396,Biofil Chemicals & Pharmaceuticals,BIOFILCHEM,INE829A01014
524400,Ishita Drugs & Industries Ltd.,ISHITADR,INE806D01016
524404,Marksans Pharma Ltd.,MARKSANS,INE750C01026
524408,Universal Starch-Chem Allied Ltd.,UNIVSTAR,INE113E01015
524412,Aarey Drugs & Pharmaceuticals Ltd,AAREYDRUGS,INE198H01019
524414,Norris Medicines Ltd.,NORRIS,INE744C01029
524434,Asian Petroproducts & Exports Ltd.,ASINPET,INE810M01019
524440,Camex  Ltd.,CAMEXLTD,INE198C01010
524444,EVEXIA LIFECARE LIMITED,EVEXIA,INE313M01030
524458,Indo Euro Indchem Limited,INDOEURO,INE319N01019
524470,Syncom Formulations (India) Ltd.,SYNCOMF,INE312C01025
524480,Riddhi Siddhi Gluco Biols Ltd,RIDDHI,INE249D01019
524488,SVC INDUSTRIES LIMITED,SVCIND,INE038B01010
524494,Ipca Laboratories Ltd.,IPCALAB,INE571A01038
524500,Kilitch Drugs (I) Ltd.,KILITCH,INE729D01010
524502,Raaj Medisafe India Limited,RAAJMEDI,INE548H01015
524506,Coral Laboratories Ltd.,CORALAB,INE683E01017
524516,Bacil Pharma Ltd.,BACPHAR,INE711D01018
524518,Krebs Biochemicals & Industries Ltd.,KREBSBIO,INE268B01013
524520,KMC Speciality Hospitals India Limited,KMCSHIL,INE879K01018
524522,Laffans Petrochemicals Ltd.,LAFFANSQ,INE919B01011
524534,Bhaskar Agrochemicals Ltd.,BHASKAGR,INE972C01018
524542,Sukhjit Starch & Chemicals Ltd.,SUKHJITS,INE450E01011
524558,Neuland Laboratories Limited.,NEULANDLAB,INE794A01010
524564,Gayatri BioOrganics Ltd,GAYATRIBI,INE052E01015
524570,Poddar Pigments Ltd.,PODDARMENT,INE371C01013
524572,Pharmaids Pharmaceuticals Ltd.,PHARMAID,INE117D01018
524576,Vivid Global Industries Limited,VIVIDIND,INE737C01023
524580,Priya Limited.,PRIYALT,INE686C01014
524582,Tirupati Starch & Chemicals Ltd.,TIRUSTA,INE314D01011
524590,Hemo Organic Limited,HEMORGANIC,INE422G01015
524594,Aeonx Digital Technology Limited,AEONXDIGI,INE994D01010
524598,AksharChem (India) Ltd.,AKSHARCHEM,INE542B01011
524602,BANDARAM PHARMA PACKTECH LIMITED,BANDARAM,INE875N01036
524604,ADLINE CHEM LAB LIMITED,ADLINE,INE276T01018
524606,Beryl Drugs Ltd.,BERLDRG,INE415H01017
524614,IEL LIMITED,INDXTRA,INE056E01024
524622,iStreet Network Limited,ISTRNETWK,INE532B01020
524624,Gagan Gases Ltd.,GAGAN,INE076D01016
524628,Parker Agro Chem Export Ltd.,PARKERAC,INE750B01010
524632,Shukra Pharmaceuticals Limited,SHUKRAPHAR,INE551C01028
524634,Alufluoride  Ltd.,ALUFLUOR,INE058F01019
524636,OXYGENTA PHARMACEUTICAL LIMITED,OXYGENTAPH,INE102E01018
524640,Archit Organosys Limited,ARCHITORG,INE078I01011
524642,Sikozy Realtors Limited,SIKOZY,INE528E01022
524648,Indo Amines Ltd.,INDOAMIN,INE760F01028
524652,Ind-Swift Ltd.,INDSWFTLTD,INE788B01028
524654,Natural Capsules Ltd.,NATCAPSUQ,INE936B01015
524661,Welcure Drugs & Pharmaceuticals ltd,WELCURE,INE331C01017
524663,Bharat Immunologicals & Biologicals,BIBCL,INE994B01014
524667,Savita Oil Technologies Limited,SOTL,INE035D01020
524669,Hester Biosciences Ltd,HESTERBIO,INE782E01017
524675,Kabsons Industries Ltd.,KABSON,INE645C01010
524687,Basant Agro-Tech (India) Ltd.,BASANTGL,INE473E01021
524703,Sandu Pharmaceuticals Ltd.,SANDUPHQ,INE751D01014
524709,NACL Industries Limited,NACLIND,INE295D01020
524711,Vista Pharmaceuticals Ltd.,VISTAPH,INE427C01021
524715,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,INE044A01036
524717,Titan Bio-Tech Ltd.,TITANBIO,INE150C01011
524727,Span Divergent Limited,SDL,INE004E01016
524731,Jenburkt Pharmaceuticals Ltd.,JENBURPH,INE354A01013
